id_equipamento,ibge,uf,cidade,nome,responsavel,telefone,endereco,numero,complemento,referencia,bairro,cep,georef_location,data_atualizacao
23082020036,230820,CE,Meruoca,CRAS ANTÔNIO SABINO DE ALCÂNTARAS - BEM ME QUER,,,Pedro Sampaio - 00,00,antiga Casa da Juventude,vizinho a Prefeitura,Centro,62130000,"-3.543578851357108\,-40.45322924852372",2024-05-09T04:00:01.865Z
23083002747,230830,CE,Milagres,CRAS FRANCISCA DO SOCORRO,,,RUA NOSSA SENHORA DOS MILAGRES - 1041,1041,CASA,,FRANCISCA DO SOCORRO,63250000,"-7.30947461326819\,-38.947863578796394",2024-05-09T04:00:00.239Z
23083020260,230830,CE,Milagres,CRAS FRANCISCO COELHO DA CRUZ,,,FRONTEIRO - 0,0,,,ZONA RURAL,63250000,"-7.292511505654465\,-38.879714012145996",2024-05-09T04:00:00.239Z
23083020263,230830,CE,Milagres,CRAS BAIRRO PADRE CICERO,,,RODOVIA SANTOS DUMONT - BR 116 - KM 485 - 23,23,,,PADRE CICERO,63250000,"-7.319882023009704\,-38.93850803375244",2024-05-09T04:00:00.239Z
23083502448,230835,CE,Milhã,CRAS JOÃO GOMES PINHEIRO,,,Pedro José de Oliveira - 0,0,,Próximo a prefeitura,Centro,63635000,"-5.678033859246387\,-39.19410645961762",2024-05-09T03:59:59.912Z
23083704107,230837,CE,Miraíma,CRAS Casa da Família Sebastião Gonçalves Barroso,,,Manoel Caçote - 00,00,,,Tatuzão,62530000,"-3.5712460670511534\,-39.95397090911866",2024-05-09T04:00:00.549Z
23084002751,230840,CE,Missão Velha,CRAS I - CRAS MATERNIDADE,,,Coronel José Dantas - 00,00,,ANTIGO CENTRO DE COVID.,Gildo Brandão,63200000,"-7.25\,-39.14300000000003",2024-05-09T04:00:00.077Z
23084020187,230840,CE,Missão Velha,CRAS II - CRAS CASIMIRO FARIAS,,,João Gonçalves Ribeiro - 127,127,,próximo ao PSF Casimiro Farias,Casimiro Farias,63200000,"-7.25\,-39.14300000000003",2024-05-09T04:00:00.077Z
23084037979,230840,CE,Missão Velha,CRAS III - CRAS JAMACARU,,,FÉLIX ITALIANO - 00,00,DISTRITO JAMACARU,,ZONA RURAL,63210000,"-7.2549860642209865\,-39.16218280792237",2024-05-09T04:00:06.439Z
23085002902,230850,CE,Mombaça,CRAS SÃO JOSÉ - PEDRO CÍCERO DE CARVALHO,,,Maria Batista de Almeida - 13,13,,,Sao José,63610000,"-5.737539297934071\,-39.63016390800476",2024-05-09T04:00:00.395Z
23085020388,230850,CE,Mombaça,CRAS LEANDRO ARRUDA BEZERRA,,,Antonio Felinto Granjeiro - 128,128,,Próximo ao Estádio Gata Mansa.,Vila Iracema,63610000,"-5.7488710877992\,-39.632819294929504",2024-05-09T04:00:01.865Z
23086014811,230860,CE,Monsenhor Tabosa,CRAS - Antonia Eunita Monteiro Campos,,,José Marques Brasil - 00,00,,Próximo ao Posto de Saúde do bairro.,Carrapicho,63780000,"-4.785324282163701\,-40.07153749465943",2024-05-09T04:00:00.940Z
23087002149,230870,CE,Morada Nova,CRAS TEREZINHA DE JESUS ARAUJO CAVALCANTE - SEDE,,,MANOEL DE CASTRO - 0,0,,PROX. A RODOVIÁRIA,CENTRO,62940000,"-5.105306686511585\,-38.37790489196777",2024-05-09T03:59:59.384Z
23087020475,230870,CE,Morada Nova,CRAS FAMILIA FELIZ ARUARU,,,PROFESSORA AURÉLIA - 100,100,DISTRITO,ao lado da CEI Maria Nadir Barbosa,DISTRITO ARUARU,62951000,"-4.582798907125278\,-38.36348533630372",2024-05-09T04:00:01.865Z
23088004100,230880,CE,Moraújo,CRAS RAIMUNDA FREIRE ALBUQUERQUE,,,ALEXANDRE CLARINDO - 189,189,,Proximo ao Galpão do feirante.,CENTRO,62480000,"-3.466628340224278\,-40.68155765533448",2024-05-09T04:00:00.625Z
23089004109,230890,CE,Morrinhos,CRAS ANTÔNIO HERMILDE SOARES,,,Coração de Maria  - 0,0,,,São Luís,62550000,"-3.2259445\,-40.1198167",2024-05-09T04:00:00.863Z
23089020526,230890,CE,Morrinhos,CRAS SANDRA MARIA MAGALHÃES,,,Av. São Francisco - 135,135,Distrito Sítio Alegre,,Centro,62550000,"-3.3188781370094547\,-40.011488199234016",2024-05-09T04:00:00.863Z
23090006544,230900,CE,Mucambo,CRAS Centro de Referencia da Assistência Social - CRAS,,,Agrônomo José Alves - 0,0,,Escola de Ensino Fundamental Elze Mendes Aguiar,Centro,62170000,"-3.9049091172621737\,-40.7418966293335",2024-05-09T04:00:00.788Z
23091006767,230910,CE,Mulungu,CRAS - CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL MARIA MARTINS DE SOUZA,,,CORONEL JUSTINO CAFE - 372,372,,,CENTRO,62764000,"-4.3044312339979\,-38.99515628814698",2024-05-09T03:59:58.833Z
23092004002,230920,CE,Nova Olinda,CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,,,JEREMIAS PEREIRA  - 01,01,,PRÓXIMO A ESCOLA ESTADUAL PDE LUIS FILGUEIRAS,CENTRO,63165000,"-7.090671870940358\,-39.6828317642212",2024-05-09T04:00:00.159Z
23093002766,230930,CE,Nova Russas,CRAS Rodolfo Filho,,,Francisco Lopes - 0,0,,Próximo a Creche,Alto da Boa Vista,62200000,"-4.7085768595401625\,-40.5711579322815",2024-05-09T04:00:00.863Z
23094002376,230940,CE,Novo Oriente,CRAS - CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,,,FRANCISCO RUFINO - 01,01,0,,CENTRO,63740000,"-5.534077227313264\,-40.775397750262414",2024-05-09T04:00:00.549Z
23094502312,230945,CE,Ocara,CRAS FRANCISCA MARCOS LIMA - SEDE,,,FRANCISCA CORREIRA DOS SANTOS - 0,0,OUTRO LADO,,SÃO PEDRO,62755000,"-4.496403265308578\,-38.59909057617188",2024-05-09T03:59:58.731Z
23094502313,230945,CE,Ocara,CRAS Antônio Elizio Sinezio da Silva (Serragem),,,DO ALGODÃO - 0,0,BAIXA DO MIGUEL,,SERRAGEM,62755000,"-4.4412321689532295\,-38.50866794586182",2024-05-09T03:59:58.731Z
23094534601,230945,CE,Ocara,CRAS Francisco Sivaldo de Sousa (Sereno),,,LUIS GOMES  - 0,0,,UBASF,Sereno,62755000,"-4.539121095968805\,-38.60904693603516",2024-05-09T04:00:03.638Z
23095003292,230950,CE,Orós,CRAS - DONA DAZINHA,,,RUA DO CAMPO - 0,0,,,SÃO GERALDO,63520000,"-6.2367649036503385\,-38.913896083831794",2024-05-09T04:00:00.395Z
23095015211,230950,CE,Orós,CRAS João Lopes,,,"Multirão Bom Jesus, Rua 04 - 0",0,CENTRO,,Bom Jesus,63520000,"-6.2548316729470255\,-38.91332745552064",2024-05-09T04:00:00.395Z
23096001532,230960,CE,Pacajus,CRAS JACKELINE FREITAS LIMA VEIGA - CRAS COAÇÚ,,,RUA 23 DE MAIO - 237,237,,Próximo ao RAIO,COAÇU,62870000,"-4.1692346\,-38.467373899999984",2024-05-09T03:59:58.986Z
23096001539,230960,CE,Pacajus,CRAS JOSIDITH PEREIRA DE AZEVEDO - CRAS BANGUÊ,,,MARIA ANUNCIADA BRAS - 60,60,,ao lado do posto ESF,BANGUÊ,62870000,"-4.189977\,-38.46175019999998",2024-05-09T03:59:58.986Z
23096020031,230960,CE,Pacajus,CRAS JOAQUIM TAVARES BRAGA- CRAS MANGABEIRA,,,DUCA PEDRO - 00,00,,,MANGABEIRA,62870000,"-4.169232178991146\,-38.4528136253357",2024-05-09T03:59:58.986Z
23097001183,230970,CE,Pacatuba,CRAS ANA GOMES DA SILVA,,,MARGINAL NORDESTE - 00,00,,PRAÇA CEU.,CONJUNTO CARLOS JERESSATI,61800000,"-3.889923483758182\,-38.61610651016236",2024-05-09T03:59:59.220Z
23097001189,230970,CE,Pacatuba,CRAS FRANCISCO CHAGAS DE SOUSA,,,CAPITÃO MANOEL MEDEIROS  - 2841,2841,,ABC,ALTO SÃO JOÃO,61800530,"-3.9948279671045537\,-38.619051575660706",2024-05-09T03:59:58.986Z
23097020426,230970,CE,Pacatuba,CRAS Raimundo Célio Rodrigues,,,CLOVIS DE CASTRO  - 067,067,,Na Rua do colégio CERU.,Pavuna,61800000,"-3.9151634180787034\,-38.59823226928712",2024-05-09T03:59:58.986Z
23098003602,230980,CE,Pacoti,CRAS MARIA LETICIA LEITE ARAUJO,,,RUA JOÃO HIPOLYTO - 56,56,,Bairro Paca,CENTRO,62770000,"-4.225236298332743\,-38.91584873199463",2024-05-09T03:59:58.833Z
23099003349,230990,CE,Pacujá,CRAS Prefeito Domingos Francisco Alves,,,Domingos Mariano - 785,785,Próximo ao Forum,,São Vicente,62180000,"-3.9804540230196164\,-40.69674968719483",2024-05-09T04:00:00.625Z
23100004080,231000,CE,Palhano,CRAS Lucas Silva de Oliveira,,,POSSIDONIO BARRETO - 523,523,,,CENTRO,62910000,"-4.749207653673543\,-37.962634563446045",2024-05-09T04:00:01.865Z
23101003556,231010,CE,Palmácia,CRAS CLEMENTINO RODRIGUES CAMPELO,,,FRANCISCO DE QUEIROZ  - 0,0,,CALÇADÃO,CENTRO,62780000,"-4.147159528887501\,-38.84640634059906",2024-05-09T03:59:58.907Z
23102004091,231020,CE,Paracuru,CRAS I - Alto Alegre,,,JORGE WASHINGTON - 215,215,,,Maleitas,62680000,"-3.421139905944708\,-39.0341877937317",2024-05-09T03:59:58.986Z
23102020039,231020,CE,Paracuru,CRAS II - Parazinho,,,SABINO PIO DE MENEZES  - 500,500,,,CARLOTAS,62680000,"-3.4196351896702644\,-39.02686536312104",2024-05-09T04:00:01.865Z
23102504092,231025,CE,Paraipaba,CRAS CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,,,CLARICE MOREIRA - 200,200,,PRÓXIMO AO MERCADINHO O TIÃO.,CENTRO,62685000,"-3.4320744635049794\,-39.14688348770142",2024-05-09T03:59:59.143Z
23103003534,231030,CE,Parambu,CRAS Ramón Enrique Quesada Rodriguez,,,Francisco Evangelista - 0,0,Conjunto Manoel Gomes,,Beleza,63680000,"-6.221918544498413\,-40.686407089233406",2024-05-09T03:59:59.543Z
23103020422,231030,CE,Parambu,CRAS FABRÍCIO NORONHA CAVALCANTE - CRAS II - VILA NOVA,,,SEVERINO ALVES PEREIRA - 0,0,,Após a FM Novo Tempo/ sentido Cagece.,Vila Nova,63680000,"-6.214793849594261\,-40.70224285125733",2024-05-09T03:59:59.543Z
23104001130,231040,CE,Paramoti,CRAS - Dra.Gardênia di Morais Cavalcanti,,,Aramis Paiva - 482,482,,Ao lado do PSF Sede.,Centro,62736000,"-4.098242246431051\,-39.237960577011116",2024-05-09T03:59:58.731Z
23105002133,231050,CE,Pedra Branca,CRAS - CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL - SEDE,,,FURTUNATO SILVA - 116,116,,NA RUA DO HOSPITAL SÃO SEBASTIÃO,BOM PRINCÍPIO,63630000,"-5.456981799999999\,-39.716974300000004",2024-05-09T03:59:59.840Z
23105020487,231050,CE,Pedra Branca,CRAS II - CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL - SANTA CRUZ DO BANABUIÚ,,,GERALDA BEZERRA - 14,14,DISTRITO DE SANTA CRUZ DO BANABUIÚ,PRÓXIMO AO CRUZEIRO,SEDE DO DISTRITO,63631000,"-5.439691245497695\,-40.00183358788491",2024-05-09T03:59:57.769Z
23106004012,231060,CE,Penaforte,CRAS - Wiron Silva Pereira,,,Maria de Fátima Santana do Nascimento - 01,01,,Creche Pedro Leandro,Mãe Maria,63280000,"-7.828541911655877\,-39.07332658767701",2024-05-09T04:00:01.789Z
23107002054,231070,CE,Pentecoste,CRAS FRANCISCO MOZART PESSOA,,,FRANCISCO OLIVEIRA LIMA - 0,0,,VIZINHO AO POSTO DE SAÚDE DO BAIRRO SÃO FRANCISCO,SAO FRANCISCO,62640000,"-3.7928636914731757\,-39.25758361816407",2024-05-09T03:59:58.986Z
23107020289,231070,CE,Pentecoste,CRAS JOSE VALDIR AGUIAR,,,Eufrasio Lopes - 910,910,,Próximo a COGERH,CENTRO,62640000,"-3.7944373745574937\,-39.267931580543525",2024-05-09T03:59:58.986Z
23108002301,231080,CE,Pereiro,CRAS EDITE HOLANDA CAVALCANTE,,,JOSE BRAGA FALCAO - 00,00,SN,Ao lado da Quadra do colegio (Ginasio Francisco Moura da Silva).,CENTRO,63460000,"-6.04461934629957\,-38.45991678535939",2024-05-09T03:59:59.912Z
23108504174,231085,CE,Pindoretama,CRAS MARIA HILÁRIO DE FRANÇA,,,PADRE ANTONIO NEPOMUCENO - 000,000,,Câmara Municipal,CENTRO,62860000,"-4.030681960729771\,-38.303703591996",2024-05-09T03:59:59.143Z
23109002898,231090,CE,Piquet Carneiro,CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL -CRAS,,,FRANCISCO PINHEIRO FILHO - 0,0,,,PIQUEZINHO,63605000,"-5.802574140168389\,-39.419776797294624",2024-05-09T03:59:59.840Z
23109501347,231095,CE,Pires Ferreira,CRAS - ANTONIO PAIVA DAMASCENO - PIRES FERREIRA - CE,,,JOAO TAUMATURGO DIAS - 23,23,,PROXIMO AO GINÁSIO POLIESPORTIVO DR ROCHA AGUIAR,CENTRO,62255000,"-4.246427583205764\,-40.646636147499066",2024-05-09T04:00:00.702Z
23110003528,231100,CE,Poranga,CRAS - Centro de Referência da Assistência Social,,,Rua Francineuda Pereira da Cruz - 1,1,,No bairro Casinhas.,Cohab,62220000,"-4.740739537569471\,-40.92058002948762",2024-05-09T04:00:00.788Z
23111004009,231110,CE,Porteiras,CRAS NOSSA SENHORA DA CONCEIÇÃO - CRAS I,,,CAMPO SANTO - 36,36,,PRÓXIMO A APAF,CAMPO SANTO,63270000,"-7.53476472152833\,-39.12154197692872",2024-05-09T04:00:00.239Z
23111020226,231110,CE,Porteiras,CRAS MARIA NOVAIS MIRANDA- CRAS II,,,VICENTE MARROCOS - 53,53,,,SOL NASCENTE,63270000,"-7.535094443532172\,-39.11483645439149",2024-05-09T04:00:01.789Z
23111020228,231110,CE,Porteiras,CRAS NOSSA SENHORA DO PERPETUO SOCORRO-CRAS III,,,DISTRITO SIMÃO - Rua Chico Chicote - 00,00,Próximo a quadra de esportes,,ZONA RURAL,63270000,"-7.554462511443725\,-39.104461669921875",2024-05-09T04:00:00.239Z
23112002330,231120,CE,Potengi,CRAS - Centro de Referência de Assistência Social,,,Manoel Monteiro - 132,132,CASA,próximo a lotérica,CENTRO,63160000,"-7.094483403278999\,-40.028965473175056",2024-05-09T04:00:00.077Z
23112304082,231123,CE,Potiretama,CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,,,Honor Diogenes  - 700,700,,,CENTRO,62990000,"-5.7214683208238135\,-38.15646171569825",2024-05-09T03:59:59.464Z
23112601790,231126,CE,Quiterianópolis,CRAS CENTRO DE REFERÊNCIA DE ASSISTENCIA SOCIAL,,,FRUTUOSO SIMÃO DOS SANTOS - 100,100,,PRÓXIMO AO CEI CALEBE,ALTO BRILHANTE,63650000,"-5.847566232158138\,-40.70588827125903",2024-05-09T04:00:00.788Z
23113002454,231130,CE,Quixadá,CRAS - CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL RENASCER,,,NOVA VIDA - 13,13,QUADRA 06,,PLANALTO RENASCER,63910100,"-3.7634753\,-38.651949599999966",2024-05-09T03:59:59.298Z
23113002455,231130,CE,Quixadá,CRAS CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL CAMPO VELHO,,,Presidente Kennedy - 00,00,,,Alta São Francisco,63908075,"-4.969942867423094\,-39.00695800781251",2024-05-09T03:59:59.298Z
23113020131,231130,CE,Quixadá,CRAS CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL CAMPO NOVO,,,PRESIDENTE VARGAS - 0,0,,,CAMPO NOVO,63905445,"-4.99050454544975\,-39.019510746002204",2024-05-09T03:59:59.298Z
23113038992,231130,CE,Quixadá,CRAS - CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL BRUNA QUEIROZ,,,Norte Sul - 373,373,,,Cedro,63900000,"-4.968465180825432\,-39.026999473571784",2024-05-09T04:00:06.439Z
23113501680,231135,CE,Quixelô,CRAS - CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL SEDE,,,MARIA VITÓRIA - 10,10,,,CENTRO,63515000,"-6.255300931370283\,-39.20117139816285",2024-05-09T04:00:00.395Z
23114002175,231140,CE,Quixeramobim,CRAS MARIA HOLANDA DE OLIVEIRA CASTRO,,,RUA JORGE BORGES - 545,545,,,MARAVILHA,63800000,"-5.204024171477815\,-39.297752380371094",2024-05-09T03:59:59.543Z
23114020588,231140,CE,Quixeramobim,CRAS 3,,,ANTONIO FURTADO - 10,10,,,MONTEIRO DE MORAIS,63800000,"-5.189444849451588\,-39.3024542927742",2024-05-09T03:59:59.543Z
23114020590,231140,CE,Quixeramobim,CRAS 2,,,JOÃO TERTULINO - 122,122,,,ANTONIO CISNANDO,63800000,"-5.200532964780538\,-39.284486174583435",2024-05-09T03:59:59.543Z
23115001683,231150,CE,Quixeré,CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL SEDE,,,NÓE VIANA BARBOSA - 079,079,,PRÓXIMO A SECRETARIA DE AGRICULTURA,CENTRO,62920000,"-5.069720412681616\,-37.98793315887451",2024-05-09T03:59:59.543Z
23115020294,231150,CE,Quixeré,CRAS - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL LAGOINHA,,,VICENTE ROSA - 719,719,,ANTIGA CRECHE MARIA SUZILANE,LAGOINHA,62920000,"-5.081561349177568\,-37.91447013616562",2024-05-09T03:59:57.769Z
23116002092,231160,CE,Redenção,CRAS SEDE REDENÇÃO,,,DA ABOLIÇÃO S/N - 19,19,PARQUE DA LIBERDADE,PRÓXIMO AO CAMPOS DA LIBERDADE - UNILAB,SEDE,62790000,"-4.2236099458157055\,-38.725773990154266",2024-05-09T03:59:58.833Z
23116015409,231160,CE,Redenção,CRAS ANTONIO DIOGO,,,TEREZA CRISTINA - 339,339,,Prédio da antiga Maternidade,ANTÔNIO DIOGO,62791000,"-4.314771335070796\,-38.741765320301056",2024-05-09T03:59:58.833Z
23117004182,231170,CE,Reriutaba,CRAS - PREFEITO DOUTOR JOSE DE SÁ,,,CORONEL JOSE TEODORO SOARES - 0,0,,,CENTRO,62260000,"-4.141774361311039\,-40.58190822601319",2024-05-09T04:00:00.625Z
23117020504,231170,CE,Reriutaba,CRAS - DONA MIMOSA PINTO,,,DA ESTAÇÃO - 0,0,AMANAIARA,,CENTRO,62260000,"-4.064799667276933\,-40.526601076126106",2024-05-09T04:00:00.625Z
23118001110,231180,CE,Russas,CRAS BUSCANDO TRANSFORMAÇÃO SOCIAL,,,DR. DALTRO HOLANDA - 000,000,,Ao lado do Supermercado Rabelo,CENTRO,62900027,"-4.9393436588005\,-37.97793924808502",2024-05-09T03:59:59.298Z
23118001117,231180,CE,Russas,CRAS CONSTRUINDO O FUTURO,,,FRANCISCO SCIPIÃO SIMÕES - 162,162,,"ANTIGO PETI VÁRZEA ALEGRE, PRÓXIMO AO SUPERMERCADO F5",VARZEA ALEGRE,62905242,"-4.930255279792647\,-37.967014610767365",2024-05-09T03:59:59.298Z
23118039099,231180,CE,Russas,CRAS RURAL FLORES,,,RAIMUNDO ALVES MAIA - 1730,1730,,próximo a praça e a igreja de Flores,FLORES,62908500,,2024-05-09T04:00:02.773Z
23119003932,231190,CE,Saboeiro,CRAS IRMA LUCIA,,,CUSTODIO CÂNDIDO DOS SANTOS - 03,03,POLO DE CONVIVÊNCIA SOCIAL,ATRAS DO POLO DE CONVIVÊNCIA SOCIAL,CENTRO,63590000,"-6.535233342069095\,-39.90275144577027",2024-05-09T03:59:59.912Z
23119502745,231195,CE,Salitre,CRAS MARIA ANTONIA ROSA RIBEIRO,,,JOAO LIBANO - 8,8,,,CENTRO,63155000,"-7.286735495255195\,-40.45531064271927",2024-05-09T03:59:59.984Z
23119520160,231195,CE,Salitre,CRAS ZILDA ARNS NEUMANN,,,Sao Jose  - 0,0,SITIO LAGOA DOS CRIOULOS,,DISTRITO,63155000,"-7.285\,-40.456999999999994",2024-05-09T04:00:01.865Z
23120002533,231200,CE,Santana do Acaraú,CRAS CHAGAS VASCONCELOS,,,CICERO SARAIVA - 0,0,,EM FRENTE AO ESTÁDIO MUNICIPAL BRAIZÃO,RIO DAS GARCAS,62150000,"-3.462135818359336\,-40.20693540573121",2024-05-09T04:00:00.702Z
23120020259,231200,CE,Santana do Acaraú,CRAS JOSE EDMUNDO ARAUJO,,,JOSÉ CIRINEU VIDAL - 00,00,,AO LADO DA IGREJA MATRIZ,MUTAMBEIRAS,62150000,"-3.3149285062739184\,-40.144112706184394",2024-05-09T04:00:00.702Z
23121003802,231210,CE,Santana do Cariri,CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL RAIMUNDO LOPES DA CRUZ,,,JOÃO ALDEMIR BATISTA - 00,00,,Próximo a Areninha.,CENTRO,63190000,"-7.18669579302436\,-39.738106727600105",2024-05-09T04:00:01.865Z
23122003884,231220,CE,Santa Quitéria,CRAS SEDE,,,MARIA ENEIDA BEZERRA DE ANDRADE - 1,1,,ALTO DO CRISTO,WAGNER ANDRADE,62280000,"-4.331776295845347\,-40.15700340270997",2024-05-09T04:00:00.549Z
23122020545,231220,CE,Santa Quitéria,CRAS MACARAÚ,,," FRANCISCO ARI MACEDO FILHO  - 0",0,Distrito Macaraú,Próximo a quadra poliesportiva.,Centro,62280000,"-4.100361121252466\,-40.426774621009834",2024-05-09T04:00:01.865Z
23122020546,231220,CE,Santa Quitéria,CRAS LISIEUX,,,FRANCISCO MILTON ARAUJO - 0,0,DISTRITO LISIEUX,Próximo à Unidade Básica de Saúde,CENTRO,62293000,"-4.002111168836088\,-40.19071877002716",2024-05-09T04:00:00.549Z
23123004179,231230,CE,São Benedito,CRAS ANTONIO FURTADO DE ARAUJO,,,Tabajara - 1500,1500,,Forum Estadual,Monsenhor Otalicio,62370000,"-4.032714890608042\,-40.86315393447877",2024-05-09T04:00:00.549Z
23123020046,231230,CE,São Benedito,CRAS DAMIÃO JORGE NETO,,,IRINEU PINTO DA SILVEIRA - 100,100,PREDIO,,CHORA,62370000,"-4.051086898462306\,-40.871855726242075",2024-05-09T04:00:00.549Z
23124002955,231240,CE,São Gonçalo do Amarante,CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL -CRAS SEDE,,,CORONEL NECO MARTINS - 677,677,,ABC-SEDE,Conjunto,62670000,"-3.607807808938089\,-38.96767973899841",2024-05-09T03:59:58.731Z
23124002957,231240,CE,São Gonçalo do Amarante,CRAS CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL - CRAS PECÉM,,,Maria de Lourdes Sampaio - 00,00,Planalto Pecém,,PECÉM,62674000,"-3.606\,-38.968999999999994",2024-05-09T03:59:58.731Z
23125001422,231250,CE,São João do Jaguaribe,CASA DAS FAMILIAS,,,PEDRO PAULO - 460,460,,ONDE FUNCIONAVA A SECRETARIA DE SAÚDE,CENTRO,62965000,"-5.270169112814144\,-38.27286958694458",2024-05-09T03:59:59.384Z
23126006670,231260,CE,São Luís do Curu,CRAS DOMINGOS ANSELMO,,,Francisco de Castro Filho - 000,000,PRÉDIO,ATRÁS DA PREFEITURA,CENTRO,62665000,"-3.6673560156632563\,-39.2399024963379",2024-05-09T03:59:59.063Z
23127002865,231270,CE,Senador Pompeu,CRAS DO ALTO DO CRUZEIRO,,,PADRE JOACI CAVALCANTE - 421,421,ANTIGA UBS,,ALTO DA ESPERANÇA,63600000,"-5.585971047292717\,-39.38244581222534",2024-05-09T04:00:01.865Z
23127020052,231270,CE,Senador Pompeu,CRAS DO PAVÃOZINHO,,,GEMINIANO VITORIANO DE OLIVEIRA - 149,149,,PRÓXIMO A CAPELA SANTO ANTONIO,PAVÃOZINHO,63600000,"-5.592852905440613\,-39.38124954700471",2024-05-09T04:00:01.865Z
23128004185,231280,CE,Senador sá,CRAS CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,,,JOSE MONTEIRO - 502,502,,AO LADO DO SINDICATO DOS TRABALHADORES RURAIS,NOSSA SENHORA DO AMPARO,62470000,"-3.3535485208743174\,-40.462689399719245",2024-05-09T04:00:00.863Z
23129002532,231290,CE,Sobral,CRAS IRMÃ OSWALDA,,,OLAVO BILAC - 000,000,,prox CEI,Alto da Brasília,62040387,"-3.6742512106280003\,-40.341099500656135",2024-05-09T04:00:00.395Z
23129006616,231290,CE,Sobral,CRAS MIMI MARINHO,,,Hélio Arruda Coelho - 120,120,,Ao lado do CSF Dom Expedito,Dom Expedito,62050230,"-3.6959000629673575\,-40.347107648849494",2024-05-09T04:00:00.475Z
23129006624,231290,CE,Sobral,CRAS REGINA JUSTA FEIJÃO,,,Jerusalém - 00,00,,PRÓXIMO AO HOSPITAL REGIONAL,Vila União,62021042,"-3.682793992961768\,-40.37010788910266",2024-05-09T04:00:00.475Z
23129006627,231290,CE,Sobral,CRAS DOM JOSE,,,Francisco Costa  - 380,380,,Ao lado da Vila Olimpica Sul,Dom José,62015045,"-3.695172019132784\,-40.36521792411805",2024-05-09T04:00:00.475Z
23129035445,231290,CE,Sobral,CRAS ARACATIAÇU,,,PARAGUASSU - 00,00,,POR TRÁS DO POSTO DE SAÚDE,Distrito de Aracatiaçu,62111000,"-3.8780418277213817\,-40.0205302241011",2024-05-09T04:00:02.846Z
23129035497,231290,CE,Sobral,CRAS JAIBARAS,,,Rua Deputado ElÍsio Aguiar - 183,183,Distrito Jaibaras,Em frente aos Correios,Centro,62107000,"-3.77620460298426\,-40.49920479762267",2024-05-09T04:00:02.400Z
23130004983,231300,CE,Solonópole,CRAS Tabelião Carlos Rabelo MAchado,,,MARIA FRANCILINA PINHEIRO LANDIM - 1032,1032,,,DOMINGOS SAVIO,63620000,"-5.727382455218661\,-39.00839567184449",2024-05-09T03:59:59.840Z
23131004086,231310,CE,Tabuleiro do Norte,CRAS URBANO,,,EMÍLIA CHAVES - 4928,4928,,Em frente a oficina de Altemar,8 DE SETEMBRO,62960000,"-5.2500504\,-38.12759489999996",2024-05-09T03:59:59.384Z
23131020057,231310,CE,Tabuleiro do Norte,CRAS RURAL,,,ANCELMO INACIO - 614,614,,,OLHO DAGUA DA BICA,62960000,"-5.385908430906496\,-38.01715850830079",2024-05-09T03:59:59.384Z
23132002761,231320,CE,Tamboril,CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL-CRAS SUCESSO,,,JOAO PEREIRA TORRES- BOLA BRANCA - 00,00,,COM FRENTE AO POSTO SAIDA PARA CRATEUS,SUCESSO,63750000,"-4.832115467040215\,-40.32100439071656",2024-05-09T04:00:00.475Z
23132002762,231320,CE,Tamboril,CRAS Mª AUXILIADORA TIMBO ARAUJO,,,Avenida Oficial de Justiça Gerardo Ferreira Calaça  - 00,00,,,MONTE AZUL,63750000,"-4.830483422220816\,-40.325403213500984",2024-05-09T04:00:00.475Z
23132501634,231325,CE,Tarrafas,CRAS SEJEFREDO ALVES DA COSTA,,,ANTONIO NUNES - 153,153,,AO LADO DO PRÉDIO DO CEI.,CENTRO,63145000,"-6.678777699999999\,-39.7534043",2024-05-09T04:00:00.159Z
23133001129,231330,CE,Tauá,CRAS Colibris,,,Anderson Ferreira dos Reis - 62,62,,em frente ao comércio do Sr. Pedro,Meireles,63660000,"-6.0065346\,-40.29621270000001",2024-05-09T03:59:59.464Z
